index,title,original_language,release_date,popularity,vote_average,vote_count
4951,Murmur of the Heart,fr,27-04-1971,19.399,7.1,150
4952,Borrego,en,14-01-2022,19.397,6,79
4953,Dear John,en,04-02-2010,19.396,6.8,3901
4954,Identity,en,25-04-2003,19.396,7.2,3445
4955,Looop Lapeta,hi,04-02-2022,19.395,6.1,56
4956,Survive the Night,en,09-07-2020,19.389,5.1,199
4957,Mother’s Day is Cancelled,es,05-05-2023,19.386,7.3,19
4958,The Uninvited,en,30-01-2009,19.386,6.4,1356
4959,Mother's Friend,ko,01-05-2017,19.385,5.6,5
4960,Leprechaun 3,en,04-07-1995,19.382,5.9,277
4961,Stepmom,en,25-12-1998,19.382,7.1,1296
4962,Man on High Heels,ko,01-06-2014,19.379,7,81
4963,Bubble,ja,14-02-2022,19.377,7.4,339
4964,The Silence,en,16-05-2019,19.376,6,1379
4965,French Exit,en,12-02-2021,19.373,5.7,117
4966,Night Nurse,en,16-07-1931,19.373,6.7,62
4967,Adult Only Institute,ko,14-03-2017,19.372,4.7,11
4968,The Scorpion King 3: Battle for Redemption,en,17-01-2012,19.372,4.5,302
4969,Wizards of Waverly Place: The Movie,en,28-08-2009,19.369,6.6,1317
4970,The Batman vs. Dracula,en,18-10-2005,19.369,7,299
4971,The Mystery of Marilyn Monroe: The Unheard Tapes,en,27-04-2022,19.368,6.4,122
4972,The Firm,en,30-06-1993,19.368,6.7,1780
4973,Brother and Sister,fr,20-05-2022,19.364,4.7,76
4974,Wolf Warrior 2,zh,27-07-2017,19.362,6.6,233
4975,The Howling,en,21-01-1981,19.361,6.6,663
4976,The Bible: In the Beginning...,en,28-09-1966,19.36,7.2,211
4977,Bad Times at the El Royale,en,04-10-2018,19.359,6.8,3245
4978,The Last Letter from Your Lover,en,23-07-2021,19.357,7.5,509
4979,Pokémon: Arceus and the Jewel of Life,ja,18-07-2009,19.354,7.1,257
4980,Layer Cake,en,30-09-2004,19.352,6.9,1828
4981,"Twinkle, Twinkle, Lucky Stars",cn,15-08-1985,19.349,6.7,114
4982,Under Siege,en,08-10-1992,19.344,6.2,1353
4983,In the Heart of the Sea,en,20-11-2015,19.337,6.7,3791
4984,The Doorman,en,01-10-2020,19.336,5.9,369
4985,LEGO Star Wars Terrifying Tales,en,01-10-2021,19.324,6.8,218
4986,The Mountain Between Us,en,05-10-2017,19.323,6.6,2177
4987,New Nightmare,en,13-10-1994,19.323,6.4,1209
4988,Moana,en,13-10-2016,19.322,7.6,11382
4989,Moloch,nl,19-05-2022,19.311,5.9,93
4990,Hidayah,id,12-01-2023,19.309,6,1
4991,The Quiet Man,en,21-07-1952,19.308,7.3,455
4992,Colors,en,15-04-1988,19.307,6.5,391
4993,My Spy,en,09-01-2020,19.304,6.9,1025
4994,Deuce Bigalow: European Gigolo,en,12-08-2005,19.303,5.2,814
4995,Lake Placid,en,15-07-1999,19.302,5.9,1007
4996,Dear Evan Hansen,en,24-09-2021,19.299,6.4,262
4997,Charlatan,cs,20-08-2020,19.297,6.8,104
4998,Enemy,en,31-12-2013,19.291,6.9,5324
4999,The Great Dictator,en,15-10-1940,19.291,8.3,3002
5000,Harold & Kumar Go to White Castle,en,30-05-2004,19.29,6.5,1851
5001,"Greystoke: The Legend of Tarzan, Lord of the Apes",en,30-03-1984,19.287,6.3,417
5002,Oculus,en,08-09-2013,19.286,6.4,2690
5003,Walking with Dinosaurs,en,18-12-2013,19.286,6.1,433
5004,Pitch Perfect 3,en,20-12-2017,19.283,6.5,3106
5005,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,ja,04-07-2013,17.395,8,109
5006,The Next Three Days,en,18-11-2010,19.271,7.1,2603
5007,The Chaser,ko,14-02-2008,19.271,7.8,1148
5008,The Phantom of the Opera,en,08-12-2004,19.266,7.3,1456
5009,Cube 2: Hypercube,en,15-04-2002,19.265,5.5,1272
5010,Fame,en,16-05-1980,19.264,6.5,397
5011,Tremors: A Cold Day in Hell,en,01-05-2018,19.263,5.9,364
5012,The Youngest Sister-in-law 2,ko,12-03-2020,19.262,1,1
5013,The Marine 5: Battleground,en,16-03-2017,19.262,6.4,141
5014,Twilight Zone: The Movie,en,24-06-1983,19.258,6.4,628
5015,Snoopy Presents: One-of-a-Kind Marcie,en,17-08-2023,19.256,0,0
5016,Sex with Love,es,27-03-2003,19.253,6.6,224
5017,Behind Enemy Lines,en,30-11-2001,19.249,6.3,1274
5018,Cry-Baby,en,05-04-1990,19.248,6.6,1401
5019,The Score,en,13-07-2001,19.245,6.7,1466
5020,Mansfield Park,en,18-03-2007,19.243,6,96
5021,Cashback,en,09-05-2006,19.243,7,1093
5022,The Flintstones in Viva Rock Vegas,en,28-04-2000,19.238,4.8,679
5023,Logan Lucky,en,17-08-2017,19.235,6.7,3184
5024,Push,en,04-02-2009,19.235,6.1,2075
5025,Awakenings,en,04-12-1990,19.234,7.8,2234
5026,Joe Dirt,en,10-04-2001,19.233,5.6,652
5027,The Bridges of Madison County,en,28-05-1995,19.233,7.7,1899
5028,Mile 22,en,16-08-2018,19.226,6.2,2010
5029,Pandorum,en,08-09-2009,19.224,6.6,2130
5030,Prey,en,18-05-2007,19.224,5.8,320
5031,Leaving Las Vegas,en,27-10-1995,19.221,7.3,1255
5032,American Siege,en,07-01-2022,19.219,5.5,130
5033,Desmadre incluido,es,22-09-2023,19.218,0,0
5034,Free Willy 2: The Adventure Home,en,19-07-1995,19.218,5.9,528
5035,A Streetcar Named Desire,en,18-09-1951,19.218,7.7,1212
5036,JFK,en,20-12-1991,19.213,7.6,1837
5037,Red Sonja,en,09-04-1985,19.208,5.3,731
5038,Creep,en,10-08-2004,19.206,5.9,652
5039,10 Days of a Good Man,tr,10-02-2023,19.205,6.8,57
5040,Better Days,zh,25-10-2019,19.203,8.2,350
5041,Alexander the Great,en,28-03-1956,19.203,5.9,77
5042,In the Name of the King: A Dungeon Siege Tale,en,29-11-2007,19.203,4.7,745
5043,Booksmart,en,24-05-2019,19.199,7,2353
5044,Romeo and Juliet,en,02-04-1968,19.196,7.4,599
5045,Mrs. Harris Goes to Paris,en,15-07-2022,19.191,7.2,231
5046,Devil's Workshop,en,30-09-2022,19.19,5.9,81
5047,Tom and Jerry: The Movie,en,01-10-1992,19.186,6.3,517
5048,Deep End,en,01-09-1970,19.185,7,167
5049,Mune: Guardian of the Moon,fr,05-02-2015,19.183,7.3,499
5050,The Babysitter,en,17-10-1995,19.183,5.2,142
5051,Chitty Chitty Bang Bang,en,17-12-1968,19.178,6.8,574
5052,mid90s,en,19-10-2018,19.173,7.5,1407
5053,Mia and the White Lion,fr,02-08-2018,19.169,7.3,804
5054,Valentine's Day,en,10-02-2010,19.164,5.9,2870
5055,Falling for Christmas,en,10-11-2022,19.161,6.3,604
5056,Riley's First Date?,en,03-11-2015,19.16,7.1,744
5057,The Man Who Shot Liberty Valance,en,15-04-1962,19.159,7.8,980
5058,Bullet to the Head,en,31-01-2013,19.158,5.6,1144
5059,Margin Call,en,11-02-2011,19.153,6.8,1568
5060,Swept Away,it,18-12-1974,19.153,7.5,271
5061,That Obscure Object of Desire,fr,17-08-1977,19.153,7.5,326
5062,Next Friday,en,12-01-2000,19.148,6.5,499
5063,The Son of Bigfoot,en,26-07-2017,19.145,6.6,434
5064,Road to Perdition,en,12-07-2002,19.145,7.4,3272
5065,China Salesman,zh,16-06-2017,19.144,5.8,80
5066,Date Movie,en,17-02-2006,19.144,4.2,881
5067,Pretty Guardian Sailor Moon Eternal The Movie Part 2,ja,11-02-2021,19.143,8.1,139
5068,Hannah Montana: The Movie,en,10-04-2009,19.14,6.6,1896
5069,Escape Plan,en,09-10-2013,19.138,6.7,4741
5070,The leader without underwear,ja,01-01-2001,19.137,0,0
5071,The Virtuoso,en,30-04-2021,19.137,6,319
5072,Grappler Baki: The Ultimate Fighter,ja,21-08-1994,19.136,6.8,37
5073,[REC]²,es,15-09-2009,19.134,6.6,1793
5074,Dance with Me,en,21-08-1998,19.132,6.9,179
5075,Reign of the Supermen,en,13-01-2019,19.13,7.1,570
5076,Takers,en,26-08-2010,19.128,6.2,1146
5077,"O Brother, Where Art Thou?",en,30-08-2000,19.124,7.3,3746
5078,Tokyo Train Girls: Private Lessons,ja,25-09-2009,19.123,5,4
5079,Z-O-M-B-I-E-S 3,en,09-07-2022,19.117,7.5,338
5080,Out of Africa,en,20-12-1985,19.114,7.2,1231
5081,V/H/S/99,en,15-09-2022,19.108,6,175
5082,The Dinosaur Project,en,09-08-2012,19.106,5.5,255
5083,Flash Gordon,en,01-09-1980,19.105,6.2,855
5084,Max Payne,en,15-10-2008,19.1,5.4,1883
5085,Natural Born Killers,en,25-08-1994,19.1,7.1,3054
5086,The Long Kiss Goodnight,en,11-10-1996,19.097,6.6,1052
5087,Doom,en,20-10-2005,19.096,5.1,2009
5088,Run All Night,en,11-03-2015,22.847,6.4,2609
5089,Climax,fr,19-09-2018,19.092,7.1,1833
5090,The Man Who Killed Hitler and Then the Bigfoot,en,08-02-2019,19.091,5.4,381
5091,Home Alone: The Holiday Heist,en,03-12-2012,19.088,5.2,369
5092,Bad Teacher,en,16-05-2011,19.087,5.6,4374
5093,Lake Mungo,en,30-07-2009,19.087,6.2,450
5094,Entrapment,en,29-04-1999,19.086,6.2,1794
5095,MouseHunt,en,19-12-1997,19.085,6.5,1123
5096,Stowaway,en,31-08-2022,19.083,6.5,62
5097,Conquest of the Planet of the Apes,en,29-06-1972,19.081,6.1,800
5098,The Kid,en,07-07-2000,19.078,6.5,853
5099,A Cure for Wellness,en,15-02-2017,19.075,6.3,3561
5100,Cats,zh,05-04-2018,19.07,6.8,111
5101,The Pink Panther 2,en,06-02-2009,19.07,5.7,1023
5102,K.G.F: Chapter 2,kn,14-04-2022,19.066,7.6,111
5103,Room,en,16-10-2015,19.063,8,8614
5104,The Girl Next Door,en,19-07-2007,19.059,6.6,630
5105,Cats & Dogs,en,04-07-2001,19.058,5.4,1490
5106,Student Services,fr,18-01-2010,19.057,5,105
5107,The Transformers: The Movie,en,08-08-1986,19.053,7.2,445
5108,Contraband,en,12-01-2012,19.051,6.3,1926
5109,Siren,en,02-12-2016,19.05,6,235
5110,13 Assassins,ja,09-09-2010,19.049,7.3,987
5111,Mighty Morphin Power Rangers: The Movie,en,30-06-1995,19.049,5.8,628
5112,Stalker,ru,25-05-1979,19.049,8.2,1837
5113,The Pilot. A Battle for Survival,ru,02-12-2021,19.046,7,28
5114,18 Year Old Virgin,en,20-01-2009,19.045,4,126
5115,Windtalkers,en,14-06-2002,19.044,6.2,1119
5116,Lu Over the Wall,ja,19-05-2017,17.863,7.1,120
5117,Here Comes the Boom,en,11-10-2012,19.042,6.2,1316
5118,Richard Jewell,en,13-12-2019,19.041,7.4,2245
5119,Real Genius,en,07-08-1985,19.04,6.7,373
5120,Get Hard,en,26-03-2015,19.311,6,2491
5121,Showdown in Little Tokyo,en,23-08-1991,19.037,6.4,406
5122,Without a Trace,de,17-01-2023,19.036,7.1,28
5123,A Cinderella Story: Christmas Wish,en,15-10-2019,19.036,6.4,643
5124,Sleepover,en,09-07-2004,19.034,6,439
5125,Alien Sniperess,en,08-04-2022,19.033,4.1,16
5126,America: The Motion Picture,en,30-06-2021,19.033,5.8,203
5127,The Family,en,13-09-2013,19.028,6.4,2714
5128,Incendies,fr,04-09-2010,19.025,8.1,2284
5129,The Girl on the Train,en,05-10-2016,19.024,6.4,5389
5130,Reminiscence,en,18-08-2021,19.023,6.7,1536
5131,Mindcage,en,16-12-2022,19.021,6.5,142
5132,Hoodwinked Too! Hood VS. Evil,en,29-04-2011,19.02,5.1,494
5133,Women Talking,en,23-12-2022,19.015,6.9,360
5134,Steven Universe: The Movie,en,02-09-2019,19.015,8.3,762
5135,Addicted,en,10-10-2014,19.009,5.8,336
5136,Sextuplets,en,16-08-2019,19.005,6.2,801
5137,Notorious,en,16-01-2009,19.004,6.9,639
5138,Apollo 13,en,30-06-1995,19.003,7.4,4951
5139,Monster High: Scaris City of Frights,en,03-03-2013,19.001,7.7,117
5140,Sleepless in Seattle,en,24-06-1993,19,6.7,2088
5141,Una mirada honesta,es,22-11-2022,18.996,2,1
5142,The House Bunny,en,22-08-2008,18.994,5.6,1768
5143,Psychosexual,es,12-05-2022,18.991,5,2
5144,Butch Cassidy and the Sundance Kid,en,15-01-1969,18.991,7.6,1942
5145,Agent Game,en,08-04-2022,18.987,5,63
5146,8½,it,14-02-1963,18.987,8.2,2031
5147,Crayon Shin-chan: Invasion!! Alien Shiriri,ja,15-04-2017,18.983,7.3,29
5148,The Wild Bunch,en,17-06-1969,18.979,7.6,1042
5149,Beverly Hills Chihuahua 2,en,01-02-2011,18.977,5.9,346
5150,In from the Side,en,16-09-2022,18.976,7,38
5151,Urban Legends: Final Cut,en,22-09-2000,18.973,4.8,423
5152,Scooby-Doo! Pirates Ahoy!,en,19-09-2006,18.972,7.6,243
5153,Sakra,cn,16-01-2023,18.971,6.3,68
5154,A Perfect Pairing,en,19-05-2022,18.971,6.9,458
5155,Pandora,ko,07-12-2016,18.97,7.6,399
5156,Persuasion,en,01-07-2022,18.967,6,489
5157,Trinity Is Still My Name,it,21-10-1971,18.967,7.4,803
5158,Red Lights,en,02-03-2012,18.959,6.2,1126
5159,Desperado,en,25-08-1995,18.955,6.9,2566
5160,Executive Decision,en,15-03-1996,18.955,6.3,805
5161,Billy Elliot,en,28-09-2000,18.951,7.6,3531
5162,Poker Face,en,16-11-2022,18.947,5.7,206
5163,Fallen Angels,cn,06-09-1995,18.946,7.7,818
5164,Peppermint,en,06-09-2018,18.944,6.7,1866
5165,The 6th Day,en,17-11-2000,18.937,6,1823
5166,Fright Night,en,18-08-2011,18.936,6.2,1772
5167,Oz the Great and Powerful,en,07-03-2013,18.934,5.9,6202
5168,Sniper,en,29-01-1993,18.932,6.1,362
5169,Pig,en,16-07-2021,18.93,6.7,1085
5170,Man on a Ledge,en,13-01-2012,18.928,6.4,2388
5171,Rurouni Kenshin Part II: Kyoto Inferno,ja,01-08-2014,18.925,7.6,505
5172,Hardball,en,14-09-2001,18.924,6.5,443
5173,Prey,de,10-09-2021,18.922,4.7,306
5174,Erin Brockovich,en,17-03-2000,18.917,7.4,2815
5175,Pandemic,en,26-02-2016,18.91,4.9,288
5176,Van Wilder: Freshman Year,en,02-06-2009,18.91,5.4,301
5177,The Red Thread,es,19-05-2016,18.909,6.7,150
5178,Thirteen,en,20-08-2003,18.907,6.6,1446
5179,13 Minutes,en,29-10-2021,18.904,6,151
5180,The World's End,en,18-07-2013,18.898,6.8,4928
5181,Bicentennial Man,en,17-12-1999,18.898,7.2,3302
5182,A Conspiracy of Faith,da,03-03-2016,18.897,7,509
5183,Stigmata,en,10-09-1999,18.895,6.2,958
5184,Stealing Beauty,en,29-03-1996,18.888,6.7,500
5185,Kill Bill: The Whole Bloody Affair,en,27-03-2011,18.887,8,896
5186,Words on Bathroom Walls,en,21-08-2020,18.884,7.9,503
5187,Swimming Pool,en,21-05-2003,18.884,6.5,614
5188,The Ice Road,en,24-06-2021,18.883,6.9,1475
5189,The Rebound,en,16-09-2009,18.883,6.5,823
5190,The Witches,en,25-05-1990,18.882,6.9,1124
5191,Bridesmaids,en,13-05-2011,18.88,6.5,4074
5192,Woodlawn,en,15-10-2015,18.879,7,165
5193,Cloud Atlas,en,26-10-2012,18.876,6.9,6610
5194,The Host,en,22-03-2013,18.875,6.3,3752
5195,Don't Come Back Alive,es,02-09-2022,18.87,5.9,38
5196,Holy Spider,fa,13-07-2022,18.863,7.4,218
5197,Ronin,en,25-09-1998,18.863,6.9,2103
5198,Monster,en,24-12-2003,18.86,7.2,2082
5199,Super Mario Bros.,en,28-05-1993,18.859,4.4,1163
5200,But I'm a Cheerleader,en,07-07-2000,18.857,7,533
5201,How to Be a Latin Lover,en,06-03-2017,18.854,7,570
5202,Pee-wee's Big Adventure,en,26-07-1985,18.853,6.4,686
5203,Red Riding Hood,en,11-03-2011,18.852,6,2947
5204,Gulliver's Travels,en,23-12-2010,18.852,5.2,2196
5205,The Boss Baby,en,23-03-2017,18.85,6.5,6644
5206,The Great Gatsby,en,27-03-1974,18.85,6.3,426
5207,Flatliners,en,28-09-2017,18.848,5.7,2130
5208,Star Trek: Insurrection,en,11-12-1998,18.847,6.4,1073
5209,Kuroko's Basketball the Movie: Last Game,ja,18-03-2017,18.846,7.7,101
5210,Zoolander 2,en,06-02-2016,18.844,4.9,2067
5211,Downsizing,en,22-12-2017,18.842,5.3,3431
5212,10.0 Earthquake,en,15-10-2014,18.84,4.9,111
5213,Hide and Seek,en,27-01-2005,18.837,6.3,1436
5214,Ju-on: The Curse 2,ja,25-03-2000,18.834,6.1,123
5215,Transformers One,en,12-09-2024,18.833,0,0
5216,The Warrior's Way,en,01-12-2010,18.83,6.5,556
5217,Tracers,en,15-01-2015,18.829,6,1024
5218,Paradise Hills,en,29-08-2019,18.828,6,473
5219,All Quiet on the Western Front,en,29-04-1930,18.824,7.8,683
5220,Major Payne,en,24-03-1995,18.821,6.4,694
5221,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,ja,28-04-2007,18.817,6.5,66
5222,The Guyver,en,18-03-1991,18.814,5.6,140
5223,Joy Ride,en,05-10-2001,18.813,6.5,1034
5224,The Water Diviner,en,25-12-2014,13.027,6.8,1134
5225,Secret Love: My Friend's Mom,ko,28-02-2018,18.808,0,0
5226,The Son,en,10-11-2022,18.806,6.6,262
5227,Accident Man,en,06-02-2018,18.803,6.1,437
5228,The Lodge,en,16-01-2020,18.8,6.1,1096
5229,Tinker Tailor Soldier Spy,en,16-09-2011,18.798,6.6,2367
5230,American Assassin,en,14-09-2017,18.791,6.4,2743
5231,Flight of the Navigator,en,30-07-1986,18.79,6.9,733
5232,Siberia,en,13-07-2018,18.787,4.7,503
5233,Wife's Pretty Daughter,ko,10-12-2021,18.785,0,0
5234,The Father,en,23-12-2020,18.778,8.2,2729
5235,Pay It Forward,en,20-10-2000,18.778,7.3,1616
5236,"See No Evil, Hear No Evil",en,12-05-1989,18.777,6.7,863
5237,Queenpins,en,26-08-2021,18.774,6.5,315
5238,Invasion of the Body Snatchers,en,20-12-1978,18.773,7.2,909
5239,The Treasure of the Sierra Madre,en,15-01-1948,18.771,8,1046
5240,The Grudge,en,31-12-2019,18.767,5.5,1074
5241,Nanny,en,23-11-2022,18.762,5.4,134
5242,2067,en,01-10-2020,18.76,5.3,736
5243,Hit Woman,ja,16-11-1985,18.76,5.1,9
5244,Any Given Sunday,en,22-12-1999,18.76,6.8,1486
5245,Invitation to a Murder,en,05-05-2023,18.756,5.9,42
5246,Family Game,fr,17-06-2022,18.751,6.3,15
5247,Fire Island,en,09-06-2022,18.745,7.2,185
5248,Serve the People,ko,23-02-2022,18.744,6,22
5249,Teen Titans: The Judas Contract,en,31-03-2017,18.742,7.4,625
5250,The People Under the Stairs,en,01-11-1991,18.74,6.6,566
5251,Babe: Pig in the City,en,25-11-1998,18.74,5.6,1111
5252,Don't Open the Door,es,30-11-2022,18.735,7.1,31
5253,Monty Python and the Holy Grail,en,25-05-1975,18.732,7.8,5218
5254,No One Gets Out Alive,en,29-09-2021,18.729,5.9,558
5255,Locke,en,10-04-2014,18.727,6.9,2456
5256,Clown,en,13-11-2014,18.722,5.7,1227
5257,Detective Conan: Private Eye in the Distant Sea,ja,19-04-2013,18.716,6.6,93
5258,Before I Go to Sleep,en,03-09-2014,18.715,6.5,1850
5259,The Escort,en,05-11-2015,18.709,6,376
5260,The Kingdom,en,22-08-2007,18.708,6.7,1456
5261,Runaway Train,en,15-11-1985,18.706,7,481
5262,Night of the Demons,en,30-08-2009,18.705,4.9,152
5263,Braindead,en,13-08-1992,18.704,7.4,1440
5264,La Bamba,en,24-07-1987,18.701,7.2,617
5265,Paranormal Activity 4,en,17-10-2012,18.698,5.4,1717
5266,Snake Island Python,zh,24-02-2022,18.693,7.5,3
5267,Pompeii,en,18-02-2014,18.689,5.5,3037
5268,The Iceman,en,01-09-2012,18.686,6.5,906
5269,One Piece: Dead End Adventure,ja,01-03-2003,18.683,7,154
5270,Infamous,en,12-06-2020,18.68,5.8,159
5271,Cold Mountain,en,24-12-2003,18.678,6.9,1587
5272,Bloody Hell,en,14-01-2021,18.677,6.4,174
5273,Lost and Delirious,en,21-01-2001,18.671,6.9,446
5274,Mask,en,08-03-1985,18.67,7.2,387
5275,Dou kyu sei – Classmates,ja,20-02-2016,18.66,8.4,315
5276,Piranha,en,03-08-1978,18.655,5.9,563
5277,The Legend of Hei,zh,27-08-2019,18.653,8.4,299
5278,The Quiet Girl,ga,13-05-2022,18.648,7.5,218
5279,Exorcist II: The Heretic,en,17-06-1977,18.647,4.5,608
5280,Mud,en,26-04-2013,18.646,7.1,2542
5281,The Bridge on the River Kwai,en,11-10-1957,18.645,7.8,1832
5282,Deep Blue Sea 2,en,17-04-2018,18.644,5.1,473
5283,The House of the Spirits,en,19-10-1993,18.644,6.9,627
5284,Eli,en,18-10-2019,18.637,6,1274
5285,16 Blocks,en,01-03-2006,18.635,6.4,1772
5286,Strange Magic,en,23-01-2015,18.632,7.1,425
5287,Taxi 5,fr,07-04-2018,15.054,5.5,913
5288,Sliding Doors,en,23-04-1998,18.628,6.6,1178
5289,How Much Do You Love Me?,fr,26-10-2005,18.624,5.6,139
5290,Dreams,ja,11-05-1990,18.621,7.7,388
5291,Bordello of Blood,en,16-08-1996,18.618,5.9,328
5292,Clear and Present Danger,en,03-08-1994,18.613,6.6,1311
5293,Sissi: The Young Empress,de,01-12-1956,18.607,7.1,300
5294,Farewell My Concubine,zh,01-01-1993,18.606,7.9,484
5295,Teeth,en,18-01-2008,18.605,5.3,658
5296,Dark City,en,27-02-1998,18.604,7.3,2481
5297,Lake Placid vs. Anaconda,en,25-04-2015,18.6,5.1,177
5298,The Bad Batch,en,23-06-2017,18.599,5.2,968
5299,One Piece: Strong World Episode 0,ja,24-04-2010,18.598,7.3,79
5300,La Jetée,fr,16-02-1962,18.593,7.9,784
5301,The Indian in the Cupboard,en,14-07-1995,18.59,6.4,556
5302,Sphere,en,13-02-1998,18.589,6.1,1437
5303,Hipster,ko,01-10-2015,18.584,0,0
5304,Goblin Slayer: Goblin's Crown,ja,01-02-2020,18.583,7.4,225
5305,Dark Waters,en,22-11-2019,18.58,7.5,1833
5306,The Wolf's Call,fr,20-02-2019,18.579,7.6,1789
5307,Night of the Living Dead,en,19-10-1990,18.578,6.8,746
5308,The Beverly Hillbillies,en,15-10-1993,18.578,6.2,478
5309,Wheels on Meals,cn,17-08-1984,18.575,6.9,337
5310,The Good Liar,en,08-11-2019,18.574,6.7,997
5311,My Brother's Wife 3: The Woman Downstairs,ko,14-01-2017,18.574,6,2
5312,Rosario Tijeras,es,12-08-2005,18.574,6.2,57
5313,The Possession,en,30-08-2012,18.572,6,1466
5314,Detective Conan: The Private Eyes' Requiem,ja,15-04-2006,18.566,7.1,116
5315,Avatar: Creating the World of Pandora,en,07-02-2010,18.562,6.9,114
5316,The Favourite,en,23-11-2018,18.56,7.5,4800
5317,Spotlight,en,06-11-2015,18.56,7.8,7708
5318,Cannonball Run II,en,29-06-1984,18.56,5.4,274
5319,High Plains Drifter,en,19-04-1973,18.556,7.4,1007
5320,Charade,en,05-12-1963,18.552,7.7,1215
5321,She Said,en,17-11-2022,18.55,7.3,356
5322,The Robe,en,16-09-1953,18.55,6.8,202
5323,Kickboxer: Retaliation,en,26-01-2018,18.549,5.4,266
5324,Sahara,en,06-04-2005,18.548,5.9,1317
5325,Batman: Gotham by Gaslight,en,12-01-2018,18.547,6.7,635
5326,High & Low The Worst X,ja,09-09-2022,18.543,7.6,14
5327,All About My Mother,es,16-04-1999,18.543,7.7,1675
5328,He Got Game,en,01-05-1998,18.541,6.8,630
5329,Barbie: Star Light Adventure,en,12-08-2016,18.54,7,152
5330,Some Kind of Beautiful,en,16-07-2015,12.036,5.6,529
5331,The Aftermath,en,01-03-2019,18.537,6.5,594
5332,Battle for the Planet of the Apes,en,15-06-1973,18.532,5.7,784
5333,Project A: Part II,cn,19-08-1987,18.529,7.1,223
5334,The Highwaymen,en,15-03-2019,18.528,6.7,1800
5335,Half Baked,en,16-01-1998,18.523,6.3,489
5336,Girl Friday,tl,30-09-2022,18.519,5.7,6
5337,Kiss the Girls,en,29-09-1997,18.517,6.5,1338
5338,Woman in a Box: Virgin Sacrifice,ja,07-09-1985,18.512,4.1,7
5339,Courageous,en,30-09-2011,18.511,7.5,310
5340,Anthropoid,en,12-08-2016,18.51,7.1,895
5341,Them!,en,16-06-1954,18.51,6.8,362
5342,The Extortion,es,06-04-2023,18.508,7.6,96
5343,Elite Squad: The Enemy Within,pt,08-10-2010,18.507,7.8,1656
5344,Halo Legends,en,16-02-2010,18.505,7.3,146
5345,Horizon Line,en,29-10-2020,18.5,5.7,312
5346,Lord of the Flies,en,16-03-1990,18.497,6.3,481
5347,Momentum,en,15-10-2015,18.495,5.7,488
5348,30 Days of Night: Dark Days,en,04-10-2010,18.492,4.9,461
5349,30 Minutes or Less,en,11-08-2011,18.488,5.7,1555
5350,Scarlet Innocence,ko,02-10-2014,18.486,6.3,49
5351,The Rainmaker,en,18-11-1997,18.486,7,1123
5352,Catwoman: Hunted,en,07-02-2022,18.483,5.9,83
5353,Sailor Moon R: The Movie,ja,05-12-1993,18.483,7.9,143
5354,The River Wild,en,30-09-1994,18.482,6.4,793
5355,Heavyweights,en,17-02-1995,18.481,6.1,329
5356,The Forgiven,en,01-07-2022,18.48,5.9,138
5357,"20,000 Species of Bees",es,21-04-2023,18.47,7.3,13
5358,Boso Dos,tl,03-02-2023,18.467,2.5,2
5359,Raise the Red Lantern,zh,18-12-1991,18.461,8,617
5360,Open Range,en,29-08-2003,18.458,7.2,932
5361,The Strangers: Prey at Night,en,07-03-2018,18.457,5.6,1202
5362,Dragon Nest: Warriors' Dawn,zh,20-05-2014,19.772,7.6,111
5363,The Boondock Saints,en,22-01-1999,18.451,7.3,2150
5364,Son's Wife,ko,18-01-2018,18.446,0,0
5365,Anacondas: Trail of Blood,en,27-02-2009,18.444,4.8,261
5366,The Faculty,en,25-12-1998,18.441,6.5,1743
